自增ID,统计日期,店铺名称,商品ID,商品名称,SKU ID,SKU名称,加购件数,下单件数,下单买家数,下单金额,支付件数,支付买家数,支付金额,款号,颜色,分款号,波段,链接,上线前三天,记录日期,商品编码
716,2025-09-16,Massimo Dutti官方旗舰店,258141,针织衫新款,191100,SPU175-绿色-XXXL,344,280,221,16566,78,77,23349,SPU175,绿色,SUB267,C波,https://shop.example.com/product/43656,2025-09-16,2025-10-11 20:30:03,SPU175-绿色-XXXL
717,2025-10-02,耐克官方旗舰店,519083,针织衫新款,791981,SPU175-绿色-XL,707,294,141,18550,88,82,5763,SPU175,绿色,SUB884,A波,https://shop.example.com/product/23248,2025-10-02,2025-10-07 07:17:00,SPU175-绿色-XL
718,2025-09-28,秋水伊人女装官方旗舰店,911713,针织衫新款,305064,SPU175-绿色-XXXL,164,343,271,9617,313,237,16323,SPU175,绿色,SUB102,D波,https://shop.example.com/product/40605,2025-09-28,2025-10-03 07:37:10,SPU175-绿色-XXXL
719,2025-09-30,美特斯邦威官方旗舰店,810062,休闲衬衫秋冬款,715261,SPU176-粉色-S,403,157,73,32797,57,55,32944,SPU176,粉色,SUB925,B波,https://shop.example.com/product/18489,2025-09-30,2025-10-08 02:39:01,SPU176-粉色-S
720,2025-10-19,秋水伊人官方旗舰店,715185,休闲衬衫秋冬款,940298,SPU176-粉色-XL,429,270,11,26552,264,207,17017,SPU176,粉色,SUB986,A波,https://shop.example.com/product/55523,2025-10-16,2025-10-28 11:50:26,SPU176-粉色-XL
721,2025-09-19,Massimo Dutti女装官方旗舰店,205650,休闲衬衫秋冬款,145867,SPU176-粉色-XXXL,372,433,46,10551,50,23,20381,SPU176,粉色,SUB300,C波,https://shop.example.com/product/20782,2025-09-19,2025-10-08 23:13:00,SPU176-粉色-XXXL
722,2025-09-16,Stradivarius官方旗舰店,359139,家居服夏季款,130731,SPU177-橙色-XL,242,410,362,26309,371,26,20378,SPU177,橙色,SUB725,D波,https://shop.example.com/product/10549,2025-09-16,2025-10-05 06:01:20,SPU177-橙色-XL
723,2025-10-21,秋水伊人女装官方旗舰店,249188,家居服夏季款,205361,SPU177-橙色-XL,1034,421,197,3464,122,7,13279,SPU177,橙色,SUB267,A波,https://shop.example.com/product/36429,2025-10-13,2025-10-24 10:31:10,SPU177-橙色-XL
724,2025-10-01,江南布衣男装官方旗舰店,677512,家居服夏季款,968296,SPU177-橙色-XXL,151,53,39,39609,38,3,5254,SPU177,橙色,SUB191,C波,https://shop.example.com/product/14251,2025-10-01,2025-10-10 21:50:12,SPU177-橙色-XXL
725,2025-10-06,VERO MODA官方旗舰店,412280,家居服夏季款,597909,SPU177-橙色-XXL,239,480,123,7008,6,6,32530,SPU177,橙色,SUB865,A波,https://shop.example.com/product/87292,2025-10-06,2025-10-24 07:07:26,SPU177-橙色-XXL
726,2025-10-02,GAP女装官方旗舰店,783914,家居服热卖款,681724,SPU178-粉色-均码,849,421,23,49100,238,26,25424,SPU178,粉色,SUB259,C波,https://shop.example.com/product/99619,2025-10-02,2025-10-21 19:54:26,SPU178-粉色-均码
727,2025-09-27,GAP女装官方旗舰店,153402,家居服热卖款,856818,SPU178-粉色-L,1039,366,132,6456,315,297,18670,SPU178,粉色,SUB965,D波,https://shop.example.com/product/78666,2025-09-27,2025-10-05 13:07:41,SPU178-粉色-L
728,2025-09-23,ONLY女装官方旗舰店,109883,家居服热卖款,759225,SPU178-粉色-L,61,168,19,13502,93,56,22329,SPU178,粉色,SUB328,C波,https://shop.example.com/product/79482,2025-09-23,2025-10-15 03:05:40,SPU178-粉色-L
729,2025-09-29,耐克官方旗舰店,595502,连帽卫衣春季款,274554,SPU179-黄色-均码,142,84,67,44302,15,14,34248,SPU179,黄色,SUB862,A波,https://shop.example.com/product/71823,2025-09-29,2025-10-28 23:31:17,SPU179-黄色-均码
730,2025-10-22,杰克琼斯男装官方旗舰店,897392,连帽卫衣春季款,158969,SPU179-黄色-M,183,70,29,30667,59,7,27230,SPU179,黄色,SUB208,D波,https://shop.example.com/product/13603,2025-10-16,2025-10-24 08:39:03,SPU179-黄色-M
731,2025-09-17,Massimo Dutti官方旗舰店,917047,连帽卫衣春季款,745471,SPU179-黄色-XL,481,282,79,8505,262,103,39041,SPU179,黄色,SUB876,D波,https://shop.example.com/product/42940,2025-09-17,2025-10-11 21:12:45,SPU179-黄色-XL
732,2025-10-04,GAP男装官方旗舰店,226473,连帽卫衣春季款,661485,SPU179-黄色-M,202,246,124,22206,125,107,14856,SPU179,黄色,SUB141,D波,https://shop.example.com/product/64948,2025-10-04,2025-10-26 07:37:49,SPU179-黄色-M
733,2025-09-15,Stradivarius女装官方旗舰店,107312,家居服经典款,290904,SPU180-橙色-XS,817,286,146,35850,54,0,35981,SPU180,橙色,SUB475,C波,https://shop.example.com/product/71016,2025-09-15,2025-10-02 07:31:46,SPU180-橙色-XS
734,2025-09-28,优衣库官方旗舰店,115446,家居服经典款,277960,SPU180-橙色-M,526,443,342,19212,256,99,8844,SPU180,橙色,SUB318,D波,https://shop.example.com/product/34408,2025-09-28,2025-10-21 22:31:45,SPU180-橙色-M
735,2025-09-14,太平鸟男装官方旗舰店,713501,家居服经典款,139899,SPU180-橙色-L,202,83,49,39483,15,12,36142,SPU180,橙色,SUB460,D波,https://shop.example.com/product/44023,2025-09-14,2025-10-14 09:03:52,SPU180-橙色-L
736,2025-09-20,播男装官方旗舰店,120890,羽绒服夏季款,507826,SPU181-棕色-XS,453,203,174,44737,170,91,4344,SPU181,棕色,SUB547,A波,https://shop.example.com/product/42231,2025-09-20,2025-10-02 08:32:54,SPU181-棕色-XS
737,2025-10-25,ZARA童装官方旗舰店,884930,羽绒服夏季款,248937,SPU181-棕色-XXXL,91,295,164,3599,186,29,26645,SPU181,棕色,SUB405,B波,https://shop.example.com/product/60907,2025-10-18,2025-10-29 11:00:33,SPU181-棕色-XXXL
738,2025-10-02,播男装官方旗舰店,110114,羽绒服夏季款,328155,SPU181-棕色-XL,25,37,23,3042,0,0,10259,SPU181,棕色,SUB388,B波,https://shop.example.com/product/24746,2025-10-02,2025-10-16 02:26:56,SPU181-棕色-XL
739,2025-09-13,Pull&Bear男装官方旗舰店,332921,羽绒服夏季款,705958,SPU181-棕色-XXXL,140,317,147,35509,275,149,32990,SPU181,棕色,SUB167,B波,https://shop.example.com/product/13091,2025-09-13,2025-10-09 03:08:02,SPU181-棕色-XXXL
740,2025-10-19,ONLY女装官方旗舰店,212341,休闲衬衫夏季款,874467,SPU182-橙色-XXXL,13,5,4,4888,2,0,20735,SPU182,橙色,SUB978,B波,https://shop.example.com/product/16140,2025-10-12,2025-10-22 16:40:15,SPU182-橙色-XXXL
741,2025-10-06,杰克琼斯官方旗舰店,174730,休闲衬衫夏季款,495372,SPU182-橙色-S,121,75,46,46812,12,8,25436,SPU182,橙色,SUB815,C波,https://shop.example.com/product/62989,2025-10-06,2025-10-14 14:44:06,SPU182-橙色-S
742,2025-09-02,太平鸟官方旗舰店,800183,休闲衬衫夏季款,744312,SPU182-橙色-均码,675,365,119,20306,125,70,5945,SPU182,橙色,SUB195,A波,https://shop.example.com/product/52710,2025-09-02,2025-10-01 15:00:53,SPU182-橙色-均码
743,2025-09-07,Bershka女装官方旗舰店,898023,休闲衬衫夏季款,389550,SPU182-橙色-S,15,8,6,17011,1,0,32150,SPU182,橙色,SUB617,D波,https://shop.example.com/product/26027,2025-09-07,2025-10-04 18:17:34,SPU182-橙色-S
744,2025-10-02,江南布衣官方旗舰店,678614,休闲衬衫夏季款,453328,SPU183-粉色-XXXL,164,163,28,8966,120,69,5004,SPU183,粉色,SUB559,D波,https://shop.example.com/product/53190,2025-10-02,2025-10-23 17:10:41,SPU183-粉色-XXXL
745,2025-09-15,Mango官方旗舰店,345587,休闲衬衫夏季款,721045,SPU183-粉色-XXXL,762,413,391,36882,50,31,33206,SPU183,粉色,SUB200,C波,https://shop.example.com/product/57484,2025-09-15,2025-10-11 23:28:54,SPU183-粉色-XXXL
746,2025-09-22,太平鸟女装官方旗舰店,995569,休闲衬衫夏季款,770555,SPU183-粉色-XL,23,132,118,10536,39,14,25123,SPU183,粉色,SUB119,B波,https://shop.example.com/product/48749,2025-09-22,2025-10-11 12:55:28,SPU183-粉色-XL
747,2025-09-21,江南布衣女装官方旗舰店,895217,速干T恤秋冬款,874001,SPU184-棕色-M,757,402,395,18362,149,108,30315,SPU184,棕色,SUB579,B波,https://shop.example.com/product/14807,2025-09-21,2025-10-10 10:54:41,SPU184-棕色-M
748,2025-09-03,江南布衣男装官方旗舰店,206688,速干T恤秋冬款,128643,SPU184-棕色-S,471,183,52,4007,16,16,30398,SPU184,棕色,SUB225,C波,https://shop.example.com/product/60367,2025-09-03,2025-10-03 09:00:43,SPU184-棕色-S
749,2025-10-20,GAP女装官方旗舰店,784026,速干T恤秋冬款,604034,SPU184-棕色-XXL,1088,412,328,49324,134,58,31532,SPU184,棕色,SUB780,A波,https://shop.example.com/product/38378,2025-10-18,2025-10-30 21:32:19,SPU184-棕色-XXL
750,2025-09-18,森马官方旗舰店,421803,家居服经典款,339359,SPU185-米色-XS,135,50,1,12170,31,28,19431,SPU185,米色,SUB941,A波,https://shop.example.com/product/49546,2025-09-18,2025-10-04 19:59:49,SPU185-米色-XS
751,2025-09-19,H&M女装官方旗舰店,581316,家居服经典款,804348,SPU185-米色-M,185,257,196,3264,166,41,36872,SPU185,米色,SUB276,C波,https://shop.example.com/product/44021,2025-09-19,2025-10-05 05:45:14,SPU185-米色-M
752,2025-10-28,太平鸟男装官方旗舰店,818537,家居服经典款,653729,SPU185-米色-M,824,394,75,29548,384,95,36372,SPU185,米色,SUB628,C波,https://shop.example.com/product/15989,2025-10-19,2025-10-29 12:19:35,SPU185-米色-M
753,2025-10-08,江南布衣女装官方旗舰店,362848,家居服经典款,242718,SPU185-米色-L,10,229,114,42775,106,48,13557,SPU185,米色,SUB247,D波,https://shop.example.com/product/18860,2025-10-08,2025-10-09 13:45:45,SPU185-米色-L
754,2025-09-08,H&M女装官方旗舰店,316559,连帽卫衣夏季款,454688,SPU186-棕色-L,426,440,372,35945,427,205,31187,SPU186,棕色,SUB527,B波,https://shop.example.com/product/56941,2025-09-08,2025-10-01 11:30:39,SPU186-棕色-L
755,2025-09-28,VERO MODA官方旗舰店,654711,连帽卫衣夏季款,552185,SPU186-棕色-M,739,309,258,31141,64,6,26636,SPU186,棕色,SUB787,A波,https://shop.example.com/product/44504,2025-09-28,2025-10-13 16:28:26,SPU186-棕色-M
756,2025-09-12,GXG男装官方旗舰店,812427,连帽卫衣夏季款,345110,SPU186-棕色-XXXL,180,264,29,45476,201,85,24282,SPU186,棕色,SUB896,B波,https://shop.example.com/product/44040,2025-09-12,2025-10-03 12:08:14,SPU186-棕色-XXXL
757,2025-10-24,GAP童装官方旗舰店,126633,连帽卫衣夏季款,820690,SPU186-棕色-XXXL,8,3,1,31081,2,0,37860,SPU186,棕色,SUB528,A波,https://shop.example.com/product/52909,2025-10-22,2025-10-27 18:00:02,SPU186-棕色-XXXL
758,2025-10-17,江南布衣女装官方旗舰店,369874,连帽卫衣夏季款,914231,SPU186-棕色-L,9,305,160,12573,230,174,21080,SPU186,棕色,SUB521,D波,https://shop.example.com/product/17572,2025-10-13,2025-10-29 05:11:06,SPU186-棕色-L
759,2025-09-30,欧时力女装官方旗舰店,724299,短袖T恤春季款,585882,SPU187-黄色-XXL,1023,377,363,22216,242,88,16691,SPU187,黄色,SUB262,D波,https://shop.example.com/product/20089,2025-09-30,2025-10-17 03:57:12,SPU187-黄色-XXL
760,2025-10-08,江南布衣官方旗舰店,971548,短袖T恤春季款,919206,SPU187-黄色-M,539,300,132,9644,14,13,11857,SPU187,黄色,SUB588,B波,https://shop.example.com/product/62748,2025-10-08,2025-10-09 12:35:53,SPU187-黄色-M
761,2025-09-29,播女装官方旗舰店,864037,短袖T恤春季款,316260,SPU187-黄色-XL,369,383,30,46279,66,22,11497,SPU187,黄色,SUB758,B波,https://shop.example.com/product/73195,2025-09-29,2025-10-21 19:46:24,SPU187-黄色-XL
762,2025-09-25,GAP女装官方旗舰店,178655,风衣夏季款,976522,SPU188-黄色-XL,118,52,23,42680,6,3,27913,SPU188,黄色,SUB721,A波,https://shop.example.com/product/74463,2025-09-25,2025-10-02 01:02:36,SPU188-黄色-XL
763,2025-10-10,Bershka官方旗舰店,159985,风衣夏季款,917299,SPU188-黄色-S,75,54,10,40421,27,17,24376,SPU188,黄色,SUB216,C波,https://shop.example.com/product/45154,2025-10-10,2025-10-27 00:23:06,SPU188-黄色-S
764,2025-09-25,太平鸟男装官方旗舰店,705158,风衣夏季款,680343,SPU188-黄色-XXXL,476,428,16,24562,282,89,6787,SPU188,黄色,SUB955,D波,https://shop.example.com/product/85836,2025-09-25,2025-10-09 03:54:32,SPU188-黄色-XXXL
765,2025-09-27,GXG男装官方旗舰店,998082,跑步外套夏季款,945646,SPU189-蓝色-L,2,4,1,1939,1,0,27080,SPU189,蓝色,SUB682,A波,https://shop.example.com/product/22537,2025-09-27,2025-10-13 13:07:46,SPU189-蓝色-L
766,2025-09-18,Stradivarius官方旗舰店,811572,跑步外套夏季款,516830,SPU189-蓝色-L,550,455,253,5074,136,15,27676,SPU189,蓝色,SUB659,A波,https://shop.example.com/product/19365,2025-09-18,2025-10-13 09:47:46,SPU189-蓝色-L
767,2025-10-19,Bershka女装官方旗舰店,896365,跑步外套夏季款,120265,SPU189-蓝色-L,221,230,206,5268,118,51,12715,SPU189,蓝色,SUB556,A波,https://shop.example.com/product/54883,2025-10-17,2025-10-26 08:33:01,SPU189-蓝色-L
768,2025-10-16,优衣库官方旗舰店,405350,跑步外套夏季款,711637,SPU189-蓝色-XS,406,350,106,12107,5,3,30070,SPU189,蓝色,SUB287,C波,https://shop.example.com/product/46655,2025-10-12,2025-10-25 07:40:40,SPU189-蓝色-XS
769,2025-10-05,太平鸟官方旗舰店,994237,跑步外套夏季款,218627,SPU189-蓝色-L,451,192,40,36909,147,71,29071,SPU189,蓝色,SUB543,B波,https://shop.example.com/product/82772,2025-10-05,2025-10-11 05:44:29,SPU189-蓝色-L
770,2025-09-25,太平鸟官方旗舰店,690161,家居服秋冬款,134090,SPU190-米色-M,5,2,1,49560,2,1,17046,SPU190,米色,SUB162,B波,https://shop.example.com/product/55848,2025-09-25,2025-10-25 18:19:51,SPU190-米色-M
771,2025-10-06,Massimo Dutti女装官方旗舰店,676760,家居服秋冬款,440839,SPU190-米色-L,111,315,309,14351,313,309,14736,SPU190,米色,SUB230,D波,https://shop.example.com/product/30709,2025-10-06,2025-10-11 23:03:50,SPU190-米色-L
772,2025-09-14,Stradivarius官方旗舰店,667193,家居服秋冬款,191233,SPU190-米色-XS,327,388,293,7724,252,210,25402,SPU190,米色,SUB327,C波,https://shop.example.com/product/95487,2025-09-14,2025-10-14 19:30:24,SPU190-米色-XS
773,2025-09-30,GAP男装官方旗舰店,690570,家居服秋冬款,956795,SPU190-米色-均码,54,24,1,8220,9,6,27510,SPU190,米色,SUB563,D波,https://shop.example.com/product/94657,2025-09-30,2025-10-29 09:52:36,SPU190-米色-均码
774,2025-09-25,播女装官方旗舰店,274277,运动套装新款,679825,SPU191-粉色-L,329,169,77,23324,43,13,38542,SPU191,粉色,SUB600,C波,https://shop.example.com/product/91714,2025-09-25,2025-10-21 17:49:49,SPU191-粉色-L
775,2025-09-20,GXG男装官方旗舰店,491784,运动套装新款,124531,SPU191-粉色-S,927,383,370,37,320,258,35791,SPU191,粉色,SUB545,C波,https://shop.example.com/product/10365,2025-09-20,2025-10-17 15:28:16,SPU191-粉色-S
776,2025-09-28,秋水伊人女装官方旗舰店,481039,运动套装新款,890141,SPU191-粉色-S,422,214,5,11117,191,11,35759,SPU191,粉色,SUB110,A波,https://shop.example.com/product/84061,2025-09-28,2025-10-24 14:21:32,SPU191-粉色-S
777,2025-09-18,Mango女装官方旗舰店,280100,家居服夏季款,723925,SPU192-橙色-XS,95,491,84,12200,431,395,5095,SPU192,橙色,SUB480,C波,https://shop.example.com/product/41220,2025-09-18,2025-10-01 11:59:30,SPU192-橙色-XS
778,2025-10-12,秋水伊人官方旗舰店,371631,家居服夏季款,668552,SPU192-橙色-L,586,317,17,38324,16,7,11360,SPU192,橙色,SUB260,C波,https://shop.example.com/product/35221,2025-10-11,2025-10-19 03:06:45,SPU192-橙色-L
779,2025-10-04,Stradivarius官方旗舰店,106879,家居服夏季款,275922,SPU192-橙色-XL,125,126,45,4406,26,1,10090,SPU192,橙色,SUB929,C波,https://shop.example.com/product/95455,2025-10-04,2025-10-25 22:56:18,SPU192-橙色-XL
780,2025-10-26,GXG官方旗舰店,994966,针织衫夏季款,162263,SPU193-棕色-M,232,412,316,47801,169,57,22127,SPU193,棕色,SUB390,C波,https://shop.example.com/product/99515,2025-10-20,2025-10-27 02:41:16,SPU193-棕色-M
781,2025-09-23,太平鸟官方旗舰店,996864,针织衫夏季款,524484,SPU193-棕色-XS,1189,459,258,36332,17,17,18667,SPU193,棕色,SUB811,B波,https://shop.example.com/product/91760,2025-09-23,2025-10-13 23:53:43,SPU193-棕色-XS
782,2025-09-25,GAP男装官方旗舰店,357533,针织衫夏季款,302111,SPU193-棕色-XS,83,99,37,16140,96,50,10696,SPU193,棕色,SUB706,D波,https://shop.example.com/product/27335,2025-09-25,2025-10-17 10:02:53,SPU193-棕色-XS
783,2025-10-15,GXG官方旗舰店,691743,针织衫夏季款,882888,SPU193-棕色-XL,8,3,1,8024,0,0,17659,SPU193,棕色,SUB870,C波,https://shop.example.com/product/21857,2025-10-14,2025-10-25 04:12:54,SPU193-棕色-XL
784,2025-10-11,ZARA官方旗舰店,565914,针织衫夏季款,917968,SPU193-棕色-XL,85,82,76,25743,74,40,39396,SPU193,棕色,SUB729,B波,https://shop.example.com/product/17397,2025-10-11,2025-10-21 02:23:55,SPU193-棕色-XL
785,2025-10-18,江南布衣官方旗舰店,620526,套头卫衣春季款,520991,SPU194-红色-XXXL,50,60,4,31530,9,7,20249,SPU194,红色,SUB702,C波,https://shop.example.com/product/46419,2025-10-14,2025-10-27 04:53:31,SPU194-红色-XXXL
786,2025-09-24,ONLY女装官方旗舰店,115610,套头卫衣春季款,502580,SPU194-红色-XS,46,81,76,17576,8,1,37116,SPU194,红色,SUB308,D波,https://shop.example.com/product/54813,2025-09-24,2025-10-21 14:16:56,SPU194-红色-XS
787,2025-09-30,GXG男装官方旗舰店,238872,套头卫衣春季款,289594,SPU194-红色-均码,405,318,228,4981,50,44,15012,SPU194,红色,SUB202,D波,https://shop.example.com/product/58808,2025-09-30,2025-10-14 10:56:10,SPU194-红色-均码
788,2025-09-30,太平鸟男装官方旗舰店,234331,套头卫衣春季款,544126,SPU194-红色-M,140,118,60,20873,92,19,33337,SPU194,红色,SUB744,D波,https://shop.example.com/product/43013,2025-09-30,2025-10-30 12:44:59,SPU194-红色-M
789,2025-10-07,Stradivarius女装官方旗舰店,248758,套头卫衣春季款,835281,SPU194-红色-XXXL,26,196,158,27900,26,3,29397,SPU194,红色,SUB928,B波,https://shop.example.com/product/13466,2025-10-07,2025-10-15 05:51:07,SPU194-红色-XXXL
790,2025-09-21,GXG男装官方旗舰店,266030,套头卫衣经典款,791897,SPU195-橙色-均码,5,2,2,17601,2,1,9006,SPU195,橙色,SUB376,A波,https://shop.example.com/product/35041,2025-09-21,2025-10-05 09:16:32,SPU195-橙色-均码
791,2025-09-29,H&M官方旗舰店,471020,套头卫衣经典款,824653,SPU195-橙色-XL,117,85,42,23240,13,0,20827,SPU195,橙色,SUB196,C波,https://shop.example.com/product/37509,2025-09-29,2025-10-07 10:43:34,SPU195-橙色-XL
792,2025-10-07,COS官方旗舰店,710152,套头卫衣经典款,770928,SPU195-橙色-均码,215,368,153,15582,71,6,33909,SPU195,橙色,SUB971,D波,https://shop.example.com/product/73584,2025-10-07,2025-10-30 05:43:33,SPU195-橙色-均码
793,2025-09-11,播女装官方旗舰店,768688,休闲衬衫春季款,246441,SPU196-紫色-M,534,469,238,39679,302,64,24534,SPU196,紫色,SUB809,C波,https://shop.example.com/product/27208,2025-09-11,2025-10-07 04:17:32,SPU196-紫色-M
794,2025-10-03,欧时力女装官方旗舰店,671742,休闲衬衫春季款,347743,SPU196-紫色-M,181,78,32,41175,11,10,21059,SPU196,紫色,SUB817,A波,https://shop.example.com/product/87424,2025-10-03,2025-10-25 03:56:57,SPU196-紫色-M
795,2025-10-11,韩都衣舍官方旗舰店,909144,休闲衬衫春季款,669095,SPU196-紫色-XXXL,247,92,63,2716,0,0,32290,SPU196,紫色,SUB749,D波,https://shop.example.com/product/85311,2025-10-11,2025-10-18 16:31:56,SPU196-紫色-XXXL
796,2025-09-29,Bershka女装官方旗舰店,345868,休闲衬衫春季款,894352,SPU196-紫色-XS,87,101,75,38637,26,17,28180,SPU196,紫色,SUB462,A波,https://shop.example.com/product/56919,2025-09-29,2025-10-10 05:17:00,SPU196-紫色-XS
797,2025-10-22,ZARA官方旗舰店,273989,训练外套经典款,456823,SPU197-白色-L,956,446,366,35579,316,148,28396,SPU197,白色,SUB381,A波,https://shop.example.com/product/78126,2025-10-12,2025-10-23 00:47:09,SPU197-白色-L
798,2025-09-24,欧时力女装官方旗舰店,923771,训练外套经典款,922490,SPU197-白色-XXXL,183,170,134,34760,162,49,35486,SPU197,白色,SUB275,C波,https://shop.example.com/product/67310,2025-09-24,2025-10-01 15:21:09,SPU197-白色-XXXL
799,2025-10-04,Mango官方旗舰店,524181,训练外套经典款,926840,SPU197-白色-XXL,352,363,9,48474,244,130,17440,SPU197,白色,SUB507,D波,https://shop.example.com/product/26427,2025-10-04,2025-10-31 00:28:18,SPU197-白色-XXL
